DATE,SHIFT,ROUTE,TOTAL
17,IN 10PM,Balibago,0
17,IN 10PM,Tagapo,0
17,IN 10PM,Cabuyao,0
17,IN 10PM,Calamba,0
18,OUT 4AM,Alabang,0
18,OUT 4AM,Binan,0
18,OUT 4AM,Carmona,0
18,OUT 4AM,Balibago,0
18,OUT 4AM,Tagapo,0
18,OUT 4AM,Cabuyao,0
18,OUT 4AM,Calamba,0
18,IN 7AM,Alabang,8
18,IN 7AM,Binan,41
18,IN 7AM,Carmona,25
18,IN 7AM,Balibago,125
18,IN 7AM,Tagapo,0
18,IN 7AM,Cabuyao,19
18,IN 7AM,Calamba,36
18,OUT 7AM,Alabang,7
18,OUT 7AM,Binan,22
18,OUT 7AM,Carmona,6
18,OUT 7AM,Balibago,88
18,OUT 7AM,Tagapo,0
18,OUT 7AM,Cabuyao,19
18,OUT 7AM,Calamba,26
18,OUT 4PM,Alabang,1
18,OUT 4PM,Binan,17
18,OUT 4PM,Carmona,16
18,OUT 4PM,Balibago,44
18,OUT 4PM,Tagapo,0
18,OUT 4PM,Cabuyao,6
18,OUT 4PM,Calamba,12
18,OUT 6PM,Alabang,0
18,OUT 6PM,Binan,0
18,OUT 6PM,Carmona,0
18,OUT 6PM,Balibago,0
18,OUT 6PM,Tagapo,0
18,OUT 6PM,Cabuyao,0
18,OUT 6PM,Calamba,0
18,IN 7PM,Alabang,6
18,IN 7PM,Binan,18
18,IN 7PM,Carmona,4
18,IN 7PM,Balibago,71
18,IN 7PM,Tagapo,0
18,IN 7PM,Cabuyao,13
18,IN 7PM,Calamba,18
18,OUT 7PM,Alabang,7
18,OUT 7PM,Binan,21
18,OUT 7PM,Carmona,8
18,OUT 7PM,Balibago,72
18,OUT 7PM,Tagapo,0
18,OUT 7PM,Cabuyao,13
18,OUT 7PM,Calamba,21
18,IN 10PM,Alabang,0
18,IN 10PM,Binan,0
18,IN 10PM,Carmona,0
18,IN 10PM,Balibago,0
18,IN 10PM,Tagapo,0
18,IN 10PM,Cabuyao,0
18,IN 10PM,Calamba,0
19,OUT 4AM,Alabang,0
19,OUT 4AM,Binan,0
19,OUT 4AM,Carmona,0
19,OUT 4AM,Balibago,0
19,OUT 4AM,Tagapo,0
19,OUT 4AM,Cabuyao,0
19,OUT 4AM,Calamba,0
19,IN 7AM,Alabang,30
19,IN 7AM,Binan,101
19,IN 7AM,Carmona,49
19,IN 7AM,Balibago,330
19,IN 7AM,Tagapo,0
19,IN 7AM,Cabuyao,80
19,IN 7AM,Calamba,127
19,OUT 7AM,Alabang,6
19,OUT 7AM,Binan,18
19,OUT 7AM,Carmona,4
19,OUT 7AM,Balibago,71
19,OUT 7AM,Tagapo,0
19,OUT 7AM,Cabuyao,13
19,OUT 7AM,Calamba,18
19,OUT 4PM,Alabang,2
19,OUT 4PM,Binan,21
19,OUT 4PM,Carmona,10
19,OUT 4PM,Balibago,77
19,OUT 4PM,Tagapo,0
19,OUT 4PM,Cabuyao,17
19,OUT 4PM,Calamba,14
19,OUT 6PM,Alabang,25
19,OUT 6PM,Binan,21
19,OUT 6PM,Carmona,10
19,OUT 6PM,Balibago,47
19,OUT 6PM,Tagapo,0
19,OUT 6PM,Cabuyao,16
19,OUT 6PM,Calamba,50
19,IN 7PM,Alabang,12
19,IN 7PM,Binan,30
19,IN 7PM,Carmona,10
19,IN 7PM,Balibago,117
19,IN 7PM,Tagapo,0
19,IN 7PM,Cabuyao,28
19,IN 7PM,Calamba,37
19,OUT 7PM,Alabang,18
19,OUT 7PM,Binan,43
19,OUT 7PM,Carmona,32
19,OUT 7PM,Balibago,185
19,OUT 7PM,Tagapo,0
19,OUT 7PM,Cabuyao,32
19,OUT 7PM,Calamba,57
19,IN 10PM,Alabang,0
19,IN 10PM,Binan,0
19,IN 10PM,Carmona,0
19,IN 10PM,Balibago,0
19,IN 10PM,Tagapo,0
19,IN 10PM,Cabuyao,0
19,IN 10PM,Calamba,0
20,OUT 4AM,Alabang,0
20,OUT 4AM,Binan,0
20,OUT 4AM,Carmona,0
20,OUT 4AM,Balibago,0
20,OUT 4AM,Tagapo,0
20,OUT 4AM,Cabuyao,0
20,OUT 4AM,Calamba,0
20,IN 7AM,Alabang,30
20,IN 7AM,Binan,101
20,IN 7AM,Carmona,49
20,IN 7AM,Balibago,330
20,IN 7AM,Tagapo,0
20,IN 7AM,Cabuyao,80
20,IN 7AM,Calamba,127
20,OUT 7AM,Alabang,12
20,OUT 7AM,Binan,30
20,OUT 7AM,Carmona,10
20,OUT 7AM,Balibago,117
20,OUT 7AM,Tagapo,0
20,OUT 7AM,Cabuyao,28
20,OUT 7AM,Calamba,37
20,OUT 4PM,Alabang,3
20,OUT 4PM,Binan,22
20,OUT 4PM,Carmona,9
20,OUT 4PM,Balibago,74
20,OUT 4PM,Tagapo,0
20,OUT 4PM,Cabuyao,16
20,OUT 4PM,Calamba,14
20,OUT 6PM,Alabang,11
20,OUT 6PM,Binan,23
20,OUT 6PM,Carmona,6
20,OUT 6PM,Balibago,46
20,OUT 6PM,Tagapo,0
20,OUT 6PM,Cabuyao,15
20,OUT 6PM,Calamba,53
20,IN 7PM,Alabang,12
20,IN 7PM,Binan,29
20,IN 7PM,Carmona,10
20,IN 7PM,Balibago,118
20,IN 7PM,Tagapo,0
20,IN 7PM,Cabuyao,28
20,IN 7PM,Calamba,36
20,OUT 7PM,Alabang,17
20,OUT 7PM,Binan,52
20,OUT 7PM,Carmona,44
20,OUT 7PM,Balibago,193
20,OUT 7PM,Tagapo,0
20,OUT 7PM,Cabuyao,34
20,OUT 7PM,Calamba,55
20,IN 10PM,Alabang,0
20,IN 10PM,Binan,0
20,IN 10PM,Carmona,0
20,IN 10PM,Balibago,0
20,IN 10PM,Tagapo,0
20,IN 10PM,Cabuyao,0
20,IN 10PM,Calamba,0
21,OUT 4AM,Alabang,0
21,OUT 4AM,Binan,0
21,OUT 4AM,Carmona,0
21,OUT 4AM,Balibago,0
21,OUT 4AM,Tagapo,0
21,OUT 4AM,Cabuyao,0
21,OUT 4AM,Calamba,0
21,IN 7AM,Alabang,30
21,IN 7AM,Binan,101
21,IN 7AM,Carmona,48
21,IN 7AM,Balibago,324
21,IN 7AM,Tagapo,0
21,IN 7AM,Cabuyao,80
21,IN 7AM,Calamba,126
21,OUT 7AM,Alabang,12
21,OUT 7AM,Binan,29
21,OUT 7AM,Carmona,10
21,OUT 7AM,Balibago,118
21,OUT 7AM,Tagapo,0
21,OUT 7AM,Cabuyao,28
21,OUT 7AM,Calamba,36
21,OUT 4PM,Alabang,3
21,OUT 4PM,Binan,22
21,OUT 4PM,Carmona,9
21,OUT 4PM,Balibago,74
21,OUT 4PM,Tagapo,0
21,OUT 4PM,Cabuyao,16
21,OUT 4PM,Calamba,13
21,OUT 6PM,Alabang,11
21,OUT 6PM,Binan,23
21,OUT 6PM,Carmona,6
21,OUT 6PM,Balibago,46
21,OUT 6PM,Tagapo,0
21,OUT 6PM,Cabuyao,15
21,OUT 6PM,Calamba,53
21,IN 7PM,Alabang,12
21,IN 7PM,Binan,29
21,IN 7PM,Carmona,10
21,IN 7PM,Balibago,118
21,IN 7PM,Tagapo,0
21,IN 7PM,Cabuyao,28
21,IN 7PM,Calamba,36
21,OUT 7PM,Alabang,17
21,OUT 7PM,Binan,52
21,OUT 7PM,Carmona,44
21,OUT 7PM,Balibago,193
21,OUT 7PM,Tagapo,0
21,OUT 7PM,Cabuyao,34
21,OUT 7PM,Calamba,55
21,IN 10PM,Alabang,0
21,IN 10PM,Binan,0
21,IN 10PM,Carmona,0
21,IN 10PM,Balibago,0
21,IN 10PM,Tagapo,0
21,IN 10PM,Cabuyao,0
21,IN 10PM,Calamba,0
22,OUT 4AM,Alabang,0
22,OUT 4AM,Binan,0
22,OUT 4AM,Carmona,0
22,OUT 4AM,Balibago,0
22,OUT 4AM,Tagapo,0
22,OUT 4AM,Cabuyao,0
22,OUT 4AM,Calamba,0
22,IN 7AM,Alabang,29
22,IN 7AM,Binan,97
22,IN 7AM,Carmona,49
22,IN 7AM,Balibago,325
22,IN 7AM,Tagapo,0
22,IN 7AM,Cabuyao,76
22,IN 7AM,Calamba,128
22,OUT 7AM,Alabang,12
22,OUT 7AM,Binan,29
22,OUT 7AM,Carmona,10
22,OUT 7AM,Balibago,118
22,OUT 7AM,Tagapo,0
22,OUT 7AM,Cabuyao,28
22,OUT 7AM,Calamba,36
22,OUT 4PM,Alabang,1
22,OUT 4PM,Binan,19
22,OUT 4PM,Carmona,6
22,OUT 4PM,Balibago,65
22,OUT 4PM,Tagapo,0
22,OUT 4PM,Cabuyao,16
22,OUT 4PM,Calamba,13
22,OUT 6PM,Alabang,13
22,OUT 6PM,Binan,28
22,OUT 6PM,Carmona,10
22,OUT 6PM,Balibago,52
22,OUT 6PM,Tagapo,0
22,OUT 6PM,Cabuyao,19
22,OUT 6PM,Calamba,53
22,IN 7PM,Alabang,7
22,IN 7PM,Binan,38
22,IN 7PM,Carmona,17
22,IN 7PM,Balibago,139
22,IN 7PM,Tagapo,0
22,IN 7PM,Cabuyao,30
22,IN 7PM,Calamba,40
22,OUT 7PM,Alabang,19
22,OUT 7PM,Binan,46
22,OUT 7PM,Carmona,26
22,OUT 7PM,Balibago,176
22,OUT 7PM,Tagapo,0
22,OUT 7PM,Cabuyao,34
22,OUT 7PM,Calamba,53
22,IN 10PM,Alabang,0
22,IN 10PM,Binan,0
22,IN 10PM,Carmona,0
22,IN 10PM,Balibago,0
22,IN 10PM,Tagapo,0
22,IN 10PM,Cabuyao,0
22,IN 10PM,Calamba,0
23,OUT 4AM,Alabang,0
23,OUT 4AM,Binan,0
23,OUT 4AM,Carmona,0
23,OUT 4AM,Balibago,0
23,OUT 4AM,Tagapo,0
23,OUT 4AM,Cabuyao,0
23,OUT 4AM,Calamba,0
23,IN 7AM,Alabang,29
23,IN 7AM,Binan,97
23,IN 7AM,Carmona,49
23,IN 7AM,Balibago,325
23,IN 7AM,Tagapo,0
23,IN 7AM,Cabuyao,75
23,IN 7AM,Calamba,127
23,OUT 7AM,Alabang,7
23,OUT 7AM,Binan,38
23,OUT 7AM,Carmona,17
23,OUT 7AM,Balibago,139
23,OUT 7AM,Tagapo,0
23,OUT 7AM,Cabuyao,30
23,OUT 7AM,Calamba,40
23,OUT 4PM,Alabang,12
23,OUT 4PM,Binan,56
23,OUT 4PM,Carmona,20
23,OUT 4PM,Balibago,156
23,OUT 4PM,Tagapo,0
23,OUT 4PM,Cabuyao,33
23,OUT 4PM,Calamba,83
23,OUT 6PM,Alabang,0
23,OUT 6PM,Binan,0
23,OUT 6PM,Carmona,0
23,OUT 6PM,Balibago,0
23,OUT 6PM,Tagapo,0
23,OUT 6PM,Cabuyao,0
23,OUT 6PM,Calamba,0
23,IN 7PM,Alabang,12
23,IN 7PM,Binan,29
23,IN 7PM,Carmona,11
23,IN 7PM,Balibago,117
23,IN 7PM,Tagapo,0
23,IN 7PM,Cabuyao,28
23,IN 7PM,Calamba,39
23,OUT 7PM,Alabang,21
23,OUT 7PM,Binan,48
23,OUT 7PM,Carmona,19
23,OUT 7PM,Balibago,171
23,OUT 7PM,Tagapo,0
23,OUT 7PM,Cabuyao,37
23,OUT 7PM,Calamba,47
23,IN 10PM,Alabang,0
23,IN 10PM,Binan,0
23,IN 10PM,Carmona,0
23,IN 10PM,Balibago,0
23,IN 10PM,Tagapo,0
23,IN 10PM,Cabuyao,0
23,IN 10PM,Calamba,0
24,OUT 4AM,Alabang,0
24,OUT 4AM,Binan,0
24,OUT 4AM,Carmona,0
24,OUT 4AM,Balibago,0
24,OUT 4AM,Tagapo,0
24,OUT 4AM,Cabuyao,0
24,OUT 4AM,Calamba,0
24,IN 7AM,Alabang,23
24,IN 7AM,Binan,64
24,IN 7AM,Carmona,28
24,IN 7AM,Balibago,194
24,IN 7AM,Tagapo,0
24,IN 7AM,Cabuyao,42
24,IN 7AM,Calamba,71
24,OUT 7AM,Alabang,12
24,OUT 7AM,Binan,29
24,OUT 7AM,Carmona,11
24,OUT 7AM,Balibago,117
24,OUT 7AM,Tagapo,0
24,OUT 7AM,Cabuyao,28
24,OUT 7AM,Calamba,39
24,OUT 4PM,Alabang,8
24,OUT 4PM,Binan,12
24,OUT 4PM,Carmona,4
24,OUT 4PM,Balibago,31
24,OUT 4PM,Tagapo,0
24,OUT 4PM,Cabuyao,6
24,OUT 4PM,Calamba,15
24,OUT 6PM,Alabang,0
24,OUT 6PM,Binan,0
24,OUT 6PM,Carmona,0
24,OUT 6PM,Balibago,0
24,OUT 6PM,Tagapo,0
24,OUT 6PM,Cabuyao,0
24,OUT 6PM,Calamba,0
24,IN 7PM,Alabang,9
24,IN 7PM,Binan,21
24,IN 7PM,Carmona,9
24,IN 7PM,Balibago,86
24,IN 7PM,Tagapo,0
24,IN 7PM,Cabuyao,21
24,IN 7PM,Calamba,34
24,OUT 7PM,Alabang,15
24,OUT 7PM,Binan,45
24,OUT 7PM,Carmona,18
24,OUT 7PM,Balibago,141
24,OUT 7PM,Tagapo,0
24,OUT 7PM,Cabuyao,27
24,OUT 7PM,Calamba,38
24,IN 10PM,Alabang,0
24,IN 10PM,Binan,0
24,IN 10PM,Carmona,0
24,IN 10PM,Balibago,0
24,IN 10PM,Tagapo,0
24,IN 10PM,Cabuyao,0
24,IN 10PM,Calamba,0
25,OUT 4AM,Alabang,0
25,OUT 4AM,Binan,0
25,OUT 4AM,Carmona,0
25,OUT 4AM,Balibago,0
25,OUT 4AM,Tagapo,0
25,OUT 4AM,Cabuyao,0
25,OUT 4AM,Calamba,0
25,IN 7AM,Alabang,13
25,IN 7AM,Binan,26
25,IN 7AM,Carmona,16
25,IN 7AM,Balibago,106
25,IN 7AM,Tagapo,0
25,IN 7AM,Cabuyao,23
25,IN 7AM,Calamba,33
25,OUT 7AM,Alabang,9
25,OUT 7AM,Binan,21
25,OUT 7AM,Carmona,9
25,OUT 7AM,Balibago,86
25,OUT 7AM,Tagapo,0
25,OUT 7AM,Cabuyao,21
25,OUT 7AM,Calamba,34
25,OUT 4PM,Alabang,4
25,OUT 4PM,Binan,6
25,OUT 4PM,Carmona,4
25,OUT 4PM,Balibago,31
25,OUT 4PM,Tagapo,0
25,OUT 4PM,Cabuyao,4
25,OUT 4PM,Calamba,7
25,OUT 6PM,Alabang,0
25,OUT 6PM,Binan,0
25,OUT 6PM,Carmona,0
25,OUT 6PM,Balibago,0
25,OUT 6PM,Tagapo,0
25,OUT 6PM,Cabuyao,0
25,OUT 6PM,Calamba,0
25,IN 7PM,Alabang,6
25,IN 7PM,Binan,15
25,IN 7PM,Carmona,7
25,IN 7PM,Balibago,74
25,IN 7PM,Tagapo,0
25,IN 7PM,Cabuyao,19
25,IN 7PM,Calamba,27
25,OUT 7PM,Alabang,7
25,OUT 7PM,Binan,13
25,OUT 7PM,Carmona,9
25,OUT 7PM,Balibago,72
25,OUT 7PM,Tagapo,0
25,OUT 7PM,Cabuyao,15
25,OUT 7PM,Calamba,24
25,IN 10PM,Alabang,0
25,IN 10PM,Binan,0
25,IN 10PM,Carmona,0
25,IN 10PM,Balibago,0
25,IN 10PM,Tagapo,0
25,IN 10PM,Cabuyao,0
25,IN 10PM,Calamba,0
26,OUT 4AM,Alabang,0
26,OUT 4AM,Binan,0
26,OUT 4AM,Carmona,0
26,OUT 4AM,Balibago,0
26,OUT 4AM,Tagapo,0
26,OUT 4AM,Cabuyao,0
26,OUT 4AM,Calamba,0
26,IN 7AM,Alabang,27
26,IN 7AM,Binan,93
26,IN 7AM,Carmona,44
26,IN 7AM,Balibago,321
26,IN 7AM,Tagapo,0
26,IN 7AM,Cabuyao,68
26,IN 7AM,Calamba,116
26,OUT 7AM,Alabang,6
26,OUT 7AM,Binan,15
26,OUT 7AM,Carmona,7
26,OUT 7AM,Balibago,74
26,OUT 7AM,Tagapo,0
26,OUT 7AM,Cabuyao,19
26,OUT 7AM,Calamba,27
26,OUT 4PM,Alabang,0
26,OUT 4PM,Binan,25
26,OUT 4PM,Carmona,2
26,OUT 4PM,Balibago,77
26,OUT 4PM,Tagapo,0
26,OUT 4PM,Cabuyao,16
26,OUT 4PM,Calamba,12
26,OUT 6PM,Alabang,12
26,OUT 6PM,Binan,22
26,OUT 6PM,Carmona,8
26,OUT 6PM,Balibago,51
26,OUT 6PM,Tagapo,0
26,OUT 6PM,Cabuyao,18
26,OUT 6PM,Calamba,48
26,IN 7PM,Alabang,7
26,IN 7PM,Binan,18
26,IN 7PM,Carmona,9
26,IN 7PM,Balibago,86
26,IN 7PM,Tagapo,0
26,IN 7PM,Cabuyao,21
26,IN 7PM,Calamba,32
26,OUT 7PM,Alabang,16
26,OUT 7PM,Binan,47
26,OUT 7PM,Carmona,27
26,OUT 7PM,Balibago,173
26,OUT 7PM,Tagapo,0
26,OUT 7PM,Cabuyao,34
26,OUT 7PM,Calamba,52
26,IN 10PM,Alabang,0
26,IN 10PM,Binan,0
26,IN 10PM,Carmona,0
26,IN 10PM,Balibago,0
26,IN 10PM,Tagapo,0
26,IN 10PM,Cabuyao,0
26,IN 10PM,Calamba,0
27,OUT 4AM,Alabang,0
27,OUT 4AM,Binan,0
27,OUT 4AM,Carmona,0
27,OUT 4AM,Balibago,0
27,OUT 4AM,Tagapo,0
27,OUT 4AM,Cabuyao,0
27,OUT 4AM,Calamba,0
27,IN 7AM,Alabang,27
27,IN 7AM,Binan,93
27,IN 7AM,Carmona,44
27,IN 7AM,Balibago,321
27,IN 7AM,Tagapo,0
27,IN 7AM,Cabuyao,68
27,IN 7AM,Calamba,116
27,OUT 7AM,Alabang,7
27,OUT 7AM,Binan,18
27,OUT 7AM,Carmona,9
27,OUT 7AM,Balibago,86
27,OUT 7AM,Tagapo,0
27,OUT 7AM,Cabuyao,21
27,OUT 7AM,Calamba,32
27,OUT 4PM,Alabang,0
27,OUT 4PM,Binan,30
27,OUT 4PM,Carmona,10
27,OUT 4PM,Balibago,86
27,OUT 4PM,Tagapo,0
27,OUT 4PM,Cabuyao,17
27,OUT 4PM,Calamba,17
27,OUT 6PM,Alabang,11
27,OUT 6PM,Binan,18
27,OUT 6PM,Carmona,10
27,OUT 6PM,Balibago,57
27,OUT 6PM,Tagapo,0
27,OUT 6PM,Cabuyao,14
27,OUT 6PM,Calamba,48
27,IN 7PM,Alabang,5
27,IN 7PM,Binan,22
27,IN 7PM,Carmona,8
27,IN 7PM,Balibago,91
27,IN 7PM,Tagapo,0
27,IN 7PM,Cabuyao,15
27,IN 7PM,Calamba,29
27,OUT 7PM,Alabang,14
27,OUT 7PM,Binan,41
27,OUT 7PM,Carmona,21
27,OUT 7PM,Balibago,141
27,OUT 7PM,Tagapo,0
27,OUT 7PM,Cabuyao,35
27,OUT 7PM,Calamba,41
27,IN 10PM,Alabang,0
27,IN 10PM,Binan,0
27,IN 10PM,Carmona,0
27,IN 10PM,Balibago,0
27,IN 10PM,Tagapo,0
27,IN 10PM,Cabuyao,0
27,IN 10PM,Calamba,0
28,OUT 4AM,Alabang,0
28,OUT 4AM,Binan,0
28,OUT 4AM,Carmona,0
28,OUT 4AM,Balibago,0
28,OUT 4AM,Tagapo,0
28,OUT 4AM,Cabuyao,0
28,OUT 4AM,Calamba,0
28,IN 7AM,Alabang,27
28,IN 7AM,Binan,88
28,IN 7AM,Carmona,40
28,IN 7AM,Balibago,312
28,IN 7AM,Tagapo,0
28,IN 7AM,Cabuyao,69
28,IN 7AM,Calamba,110
28,OUT 7AM,Alabang,5
28,OUT 7AM,Binan,22
28,OUT 7AM,Carmona,8
28,OUT 7AM,Balibago,91
28,OUT 7AM,Tagapo,0
28,OUT 7AM,Cabuyao,15
28,OUT 7AM,Calamba,29
28,OUT 4PM,Alabang,3
28,OUT 4PM,Binan,22
28,OUT 4PM,Carmona,6
28,OUT 4PM,Balibago,85
28,OUT 4PM,Tagapo,0
28,OUT 4PM,Cabuyao,19
28,OUT 4PM,Calamba,17
28,OUT 6PM,Alabang,12
28,OUT 6PM,Binan,24
28,OUT 6PM,Carmona,7
28,OUT 6PM,Balibago,45
28,OUT 6PM,Tagapo,0
28,OUT 6PM,Cabuyao,15
28,OUT 6PM,Calamba,46
28,IN 7PM,Alabang,6
28,IN 7PM,Binan,23
28,IN 7PM,Carmona,6
28,IN 7PM,Balibago,83
28,IN 7PM,Tagapo,0
28,IN 7PM,Cabuyao,13
28,IN 7PM,Calamba,25
28,OUT 7PM,Alabang,8
28,OUT 7PM,Binan,42
28,OUT 7PM,Carmona,22
28,OUT 7PM,Balibago,147
28,OUT 7PM,Tagapo,0
28,OUT 7PM,Cabuyao,24
28,OUT 7PM,Calamba,39
28,IN 10PM,Alabang,0
28,IN 10PM,Binan,0
28,IN 10PM,Carmona,0
28,IN 10PM,Balibago,0
28,IN 10PM,Tagapo,0
28,IN 10PM,Cabuyao,0
28,IN 10PM,Calamba,0
29,OUT 4AM,Alabang,0
29,OUT 4AM,Binan,0
29,OUT 4AM,Carmona,0
29,OUT 4AM,Balibago,0
29,OUT 4AM,Tagapo,0
29,OUT 4AM,Cabuyao,0
29,OUT 4AM,Calamba,0
29,IN 7AM,Alabang,27
29,IN 7AM,Binan,88
29,IN 7AM,Carmona,40
29,IN 7AM,Balibago,306
29,IN 7AM,Tagapo,0
29,IN 7AM,Cabuyao,69
29,IN 7AM,Calamba,110
29,OUT 7AM,Alabang,6
29,OUT 7AM,Binan,23
29,OUT 7AM,Carmona,6
29,OUT 7AM,Balibago,83
29,OUT 7AM,Tagapo,0
29,OUT 7AM,Cabuyao,13
29,OUT 7AM,Calamba,25
29,OUT 4PM,Alabang,3
29,OUT 4PM,Binan,22
29,OUT 4PM,Carmona,6
29,OUT 4PM,Balibago,85
29,OUT 4PM,Tagapo,0
29,OUT 4PM,Cabuyao,19
29,OUT 4PM,Calamba,17
29,OUT 6PM,Alabang,12
29,OUT 6PM,Binan,24
29,OUT 6PM,Carmona,7
29,OUT 6PM,Balibago,45
29,OUT 6PM,Tagapo,0
29,OUT 6PM,Cabuyao,15
29,OUT 6PM,Calamba,46
29,IN 7PM,Alabang,6
29,IN 7PM,Binan,23
29,IN 7PM,Carmona,6
29,IN 7PM,Balibago,83
29,IN 7PM,Tagapo,0
29,IN 7PM,Cabuyao,13
29,IN 7PM,Calamba,25
29,OUT 7PM,Alabang,8
29,OUT 7PM,Binan,40
29,OUT 7PM,Carmona,20
29,OUT 7PM,Balibago,135
29,OUT 7PM,Tagapo,0
29,OUT 7PM,Cabuyao,23
29,OUT 7PM,Calamba,35
29,IN 10PM,Alabang,0
29,IN 10PM,Binan,0
29,IN 10PM,Carmona,0
29,IN 10PM,Balibago,0
29,IN 10PM,Tagapo,0
29,IN 10PM,Cabuyao,0
29,IN 10PM,Calamba,0
HC Summary per cut-off,OUT 4AM,Alabang,241
HC Summary per cut-off,OUT 4AM,Binan,116
HC Summary per cut-off,OUT 4AM,Carmona,894
HC Summary per cut-off,OUT 4AM,Balibago,0
HC Summary per cut-off,OUT 4AM,Tagapo,213
HC Summary per cut-off,OUT 4AM,Cabuyao,327
HC Summary per cut-off,OUT 4AM,Calamba,1875
HC Summary per cut-off,IN 7AM,Alabang,608
HC Summary per cut-off,IN 7AM,Binan,0
HC Summary per cut-off,IN 7AM,Carmona,125
HC Summary per cut-off,IN 7AM,Balibago,190
HC Summary per cut-off,IN 7AM,Tagapo,1233
HC Summary per cut-off,IN 7AM,Cabuyao,29
HC Summary per cut-off,IN 7AM,Calamba,119
HC Summary per cut-off,OUT 7AM,Alabang,70
HC Summary per cut-off,OUT 7AM,Binan,113
HC Summary per cut-off,OUT 7AM,Carmona,790
HC Summary per cut-off,OUT 7AM,Balibago,93
HC Summary per cut-off,OUT 7AM,Tagapo,234
HC Summary per cut-off,OUT 7AM,Cabuyao,115
HC Summary per cut-off,OUT 7AM,Calamba,827
HC Summary per cut-off,OUT 4PM,Alabang,1758
HC Summary per cut-off,OUT 4PM,Binan,85
HC Summary per cut-off,OUT 4PM,Carmona,257
HC Summary per cut-off,OUT 4PM,Balibago,128
HC Summary per cut-off,OUT 4PM,Tagapo,878
